2.96782	-6.72546
-2.16228	-11.2938
-4.47353	-10.0416
6.38719	-9.86989
-1.9376	-9.30068
2.15413	-12.6394
-0.751013	-10.2763
-0.601882	-16.7126
-3.91573	-14.6202
0.215311	-16.7372
-2.0774	-9.04846
4.20069	-12.7169
-6.9335	-20.0565
-11.7399	-30.1687
-14.6178	-24.5796
-16.4506	-35.19
-17.0821	-36.5742
-16.5824	-38.715
-16.1029	-36.6492
-14.1673	-37.8408
-7.85741	-37.594
-2.79305	-31.118
-6.04803	-35.0339
-4.79345	-30.2166
-12.6335	-32.9496
-14.6923	-28.2346
-12.615	-22.5562
-5.4425	-20.5255
-11.58	-14.2907
-9.21562	-15.0745
-16.5079	-36.3803
-16.1467	-36.7996
-19.9655	-35.9862
-21.7289	-33.6914
-19.8432	-36.8281
-10.7035	-35.5535
3.7842	-30.0162
6.22996	-28.3993
-1.70448	-15.687
-4.13446	-20.54
-3.09158	-5.67517
-10.2498	1.11708
-11.161	-18.3241
-13.9552	-16.4795
-24.8174	-24.1271
-23.1491	-21.3888
-17.4438	-22.5785
-8.5817	-27.8105
-2.14594	-21.9867
-0.418767	-30.4482
-1.71839	-30.6941
3.59768	-29.3081
0.43497	-24.416
4.07698	-23.352
9.61242	-20.1349
0.874092	-15.8431
-4.67065	-14.9614
-1.0154	-17.0433
-4.89581	-14.2413
-2.14236	-9.76842
-14.4243	-18.7664
-7.88092	-16.7822
-7.71796	-25.4267
-14.0807	-30.339
-11.3372	-35.3584
-10.9782	-34.1854
-7.42654	-36.3727
-2.94994	-27.0722
-5.73488	-19.623
1.67426	-22.7371
-6.40043	-22.9912
-6.04437	-18.8218
-8.18647	-17.1383
-9.7393	-17.7788
-10.611	-18.1153
-9.3526	-18.4919
-8.36656	-19.8734
-8.10305	-18.1798
-6.24256	-19.5817
-6.08054	-19.1777
-4.4992	-12.3995
-1.37162	-15.8223
-2.654	-10.1183
-2.09735	-11.4749
-8.11024	-15.7452
-10.1623	-17.8255
-10.9185	-17.716
-10.1027	-17.1422
-11.9304	-16.1286
-12.9005	-14.9369
-13.5855	-15.4942
-13.9753	-16.6402
-15.3933	-17.6618
-14.7725	-22.6375
-13.719	-25.0173
-18.3578	-21.4792
-21.3693	-17.463
-16.9896	-22.1367
-14.7992	-16.3875
-11.7765	-17.3897
-11.9164	-16.7591
-14.9854	-7.1912
-15.2411	-13.2736
-16.5507	-5.67109
-5.63317	-2.59248
-12.571	-2.54598
-1.80197	-3.90957
5.28195	5.32644
-9.13196	-0.038386
-12.3995	-3.96733
