0.825267	-0.355046
0.417607	-0.197043
0.160141	-0.231512
0.602273	-0.323099
0.329665	-0.126732
0.374612	-0.381714
0.448808	-0.342486
0.338576	-0.283797
0.327311	-0.15846
0.51324	-0.533103
0.526877	-0.345384
0.75197	-0.348956
1.12499	0.0443535
0.82841	-0.788775
0.0537245	-0.828873
0.100352	-1.23911
0.180818	-1.21419
0.204458	-1.18154
0.233439	-1.18017
0.323826	-1.15974
0.529504	-1.36463
0.79456	-1.47181
0.338219	-1.27601
0.316047	-1.09965
0.170033	-0.970473
0.0919602	-0.954599
0.201067	-0.800533
0.577035	-0.721075
0.622345	-0.24036
0.470734	-0.496114
0.402429	-1.21579
0.671658	-1.44433
0.509638	-1.11473
0.287502	-0.930867
0.343461	-1.17739
0.700661	-1.20146
1.38352	-1.40697
1.33788	-1.22982
0.525102	-0.757847
0.5092	-0.895705
1.32267	-0.66894
1.33233	-0.458784
0.877556	-0.866323
0.758696	-0.671173
1.36225	-0.76296
1.85356	-1.13097
2.21911	-1.88133
2.48223	-2.34249
1.79694	-1.12181
1.51722	-1.11706
0.924572	-0.686418
0.6873	-0.736215
0.673167	-0.721955
0.968692	-1.03507
1.09019	-1.01566
1.07722	-0.754525
0.780826	-0.597586
1.3553	-1.08498
0.787546	-0.501627
0.616233	-0.341108
0.605464	-0.35401
0.553934	-0.574917
0.0930295	-0.937354
0.147701	-1.10433
0.0814639	-1.23908
0.230527	-1.34494
0.763582	-1.56912
1.75043	-2.16898
1.54113	-1.61265
1.6758	-1.64038
0.991947	-1.03168
1.91633	-1.43166
2.69407	-2.1631
2.15653	-1.76421
1.83943	-1.41178
1.77321	-1.3538
1.83624	-1.51538
2.10348	-1.75552
2.58722	-2.45734
2.34646	-1.9964
2.06547	-1.42223
1.75508	-1.44835
1.4221	-0.934891
0.958105	-0.618494
0.95665	-0.527015
0.909139	-0.658836
1.68025	-1.11859
1.59232	-1.21914
1.73563	-1.30518
1.8265	-1.35472
1.80701	-1.35871
1.65705	-1.25238
1.69071	-1.21458
2.05103	-1.54706
2.49434	-1.91298
1.45431	-0.533275
0.511619	0.069247
0.691585	-0.291208
-0.0544728	-0.0252862
0.0888791	-0.108052
0.382663	0.0215259
0.472897	-0.0711711
0.806446	0.104377
0.681793	0.435545
0.92065	0.609926
0.678635	0.541355
1.18612	1.29884
0.640778	0.930374
0.160644	0.404035
0.152896	0.0238711
0.136772	-0.0476632
-0.152371	0.0959614
-0.10636	0.0523758
-0.0448685	-0.115267
0.0145681	-0.215027
0.0140866	-0.0969234
0.864015	0.0989005
1.11587	0.107158
0.87567	0.319792
1.32477	-0.120429
1.13796	-0.0108902
0.853871	-0.0841595
1.02697	-0.108336
1.04322	-0.380312
0.709548	0.0606814
0.464148	0.173825
0.398393	0.162576
0.903774	-0.266998
1.04186	-0.346136
1.02982	-0.536959
0.93117	-0.527589
0.968921	-0.322195
0.720155	-0.195097
0.646104	0.0932029
0.32385	0.0442477
0.456348	-0.179435
0.325495	-0.101828
0.380158	-0.173611
0.34852	-0.126381
0.552221	-0.820747
1.34247	-1.66878
1.73033	-2.3088
1.1268	-1.69894
1.06732	-1.72885
1.19235	-1.80292
1.78744	-2.39675
1.39398	-1.5532
0.719732	-0.965353
0.801538	-0.990773
0.916785	-0.988333
1.12659	-1.31009
0.914528	-1.04541
0.784592	-0.988645
0.687808	-0.660577
0.484309	-0.557365
0.383942	0.243082
0.742872	-0.139457
0.750078	-0.442788
0.598226	-0.598649
0.526237	-0.32154
0.406425	-0.230622
1.02313	-0.107477
1.61997	-0.413578
1.49933	-0.38317
1.0861	0.012308
1.09104	-0.408148
2.10113	-0.953576
1.64555	-0.696811
0.792438	-0.0102608
1.16396	0.193258
1.25832	-0.183505
1.39597	-0.584823
2.31582	-1.53169
